date,entity,classification,softmax_scores
2020-09-29 15:15:26+00:00,Nationwide,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Cherry Mortgage &amp; Finance,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,LTV,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,First Time Buyers,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Knight Frank Finance,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,CMC Markets,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Just Eat,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,IAG,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Rolls-Royce,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Whitbread,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Land Securities,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Leeds City Council,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Public Health England,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,John Menzies,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Joeinig,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Group,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,London Capital Group,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 13:00:12+00:00,Guardian,NEUTRAL,"{'positive': 0.006716910749673843, 'negative': 0.02368631586432457, 'neutral': 0.9695967435836792}"
2020-09-29 13:00:12+00:00,International Monetary Fund,NEUTRAL,"{'positive': 0.018486004322767258, 'negative': 0.34094107151031494, 'neutral': 0.6405729651451111}"
2020-09-29 13:00:12+00:00,Resolution Foundation,NEGATIVE,"{'positive': 0.02242734469473362, 'negative': 0.6848158836364746, 'neutral': 0.2927568256855011}"
2020-09-29 13:00:12+00:00,Sunak,NEUTRAL,"{'positive': 0.007095049135386944, 'negative': 0.11638787388801575, 'neutral': 0.8765169978141785}"
2020-09-29 13:00:12+00:00,Deutsche Bank,NEGATIVE,"{'positive': 0.02242734469473362, 'negative': 0.6848158836364746, 'neutral': 0.2927568256855011}"
2020-09-29 12:54:42+00:00,Guardian,NEUTRAL,"{'positive': 0.0029940756503492594, 'negative': 0.019328929483890533, 'neutral': 0.9776769280433655}"
2020-09-29 12:54:42+00:00,Trump,NEUTRAL,"{'positive': 0.0013227665331214666, 'negative': 0.030848905444145203, 'neutral': 0.9678282737731934}"
2020-09-29 12:54:42+00:00,TikTok,NEGATIVE,"{'positive': 0.0016470610862597823, 'negative': 0.9320573806762695, 'neutral': 0.06629549711942673}"
2020-09-29 12:54:42+00:00,WeChat,NEUTRAL,"{'positive': 0.008090250194072723, 'negative': 0.26161226630210876, 'neutral': 0.7302975058555603}"
2020-09-29 12:54:42+00:00,ByteDance,NEUTRAL,"{'positive': 0.0019333076197654009, 'negative': 0.053172044456005096, 'neutral': 0.9448946118354797}"
2020-09-29 12:54:42+00:00,Chinese Communist,NEUTRAL,"{'positive': 0.0023213152308017015, 'negative': 0.019106505438685417, 'neutral': 0.9785721302032471}"
2020-09-29 12:54:42+00:00,CCP,NEUTRAL,"{'positive': 0.003453807206824422, 'negative': 0.021673407405614853, 'neutral': 0.9748728275299072}"
2020-09-29 12:54:42+00:00,Microsoft,NEUTRAL,"{'positive': 0.00663333386182785, 'negative': 0.2986438274383545, 'neutral': 0.6947227716445923}"
2020-09-29 12:54:42+00:00,Walmart,NEUTRAL,"{'positive': 0.00663333386182785, 'negative': 0.2986438274383545, 'neutral': 0.6947227716445923}"
2020-09-29 12:54:42+00:00,Oracle,NEUTRAL,"{'positive': 0.00663333386182785, 'negative': 0.2986438274383545, 'neutral': 0.6947227716445923}"
2020-09-29 12:54:42+00:00,TikTok Global,NEUTRAL,"{'positive': 0.00663333386182785, 'negative': 0.2986438274383545, 'neutral': 0.6947227716445923}"
2020-09-29 07:17:40+00:00,Microsoft,NEGATIVE,"{'positive': 0.0022387290373444557, 'negative': 0.5879042744636536, 'neutral': 0.40985697507858276}"
2020-09-29 07:17:40+00:00,Teams,NEGATIVE,"{'positive': 0.011876581236720085, 'negative': 0.5427843332290649, 'neutral': 0.4453391134738922}"
2020-09-29 07:17:40+00:00,Outlook and Office,NEGATIVE,"{'positive': 0.004610626492649317, 'negative': 0.846525251865387, 'neutral': 0.14886416494846344}"
2020-09-28 23:01:01+00:00,Tesco,NEUTRAL,"{'positive': 0.023507917299866676, 'negative': 0.000802490278147161, 'neutral': 0.9756895303726196}"
2020-09-28 23:01:01+00:00,World Wide Fund for Nature,NEUTRAL,"{'positive': 0.021166756749153137, 'negative': 0.001244789338670671, 'neutral': 0.977588415145874}"
2020-09-28 23:01:01+00:00,WWF,NEUTRAL,"{'positive': 0.012743043713271618, 'negative': 0.0011590413050726056, 'neutral': 0.9860979318618774}"
2020-09-28 23:01:01+00:00,Impossible Burger,NEUTRAL,"{'positive': 0.07270057499408722, 'negative': 0.0061189872212708, 'neutral': 0.9211804270744324}"
2020-09-28 23:01:01+00:00,Wicked Kitchen,NEUTRAL,"{'positive': 0.01464874017983675, 'negative': 0.0023829995188862085, 'neutral': 0.982968270778656}"
2020-09-28 23:01:01+00:00,Meatless Farm,NEUTRAL,"{'positive': 0.025275325402617455, 'negative': 0.0016029541147872806, 'neutral': 0.973121702671051}"
2020-09-28 18:30:04+00:00,Caesars Entertainment,NEUTRAL,"{'positive': 0.005954321473836899, 'negative': 0.007040947210043669, 'neutral': 0.9870046973228455}"
2020-09-28 18:30:04+00:00,William Hill,NEUTRAL,"{'positive': 0.08295457810163498, 'negative': 0.01770414039492607, 'neutral': 0.899341344833374}"
2020-09-28 18:30:04+00:00,Apollo,NEGATIVE,"{'positive': 0.013477868400514126, 'negative': 0.6552128195762634, 'neutral': 0.33130931854248047}"
2020-09-28 18:30:04+00:00,Caesars,NEUTRAL,"{'positive': 0.0030604470521211624, 'negative': 0.2766680121421814, 'neutral': 0.7202715277671814}"
2020-09-28 18:30:04+00:00,Caesar,NEUTRAL,"{'positive': 0.0025074416771531105, 'negative': 0.10227835923433304, 'neutral': 0.8952142000198364}"
2020-09-28 18:30:04+00:00,Jefferies,NEUTRAL,"{'positive': 0.007613243069499731, 'negative': 0.0012254467001184821, 'neutral': 0.9911613464355469}"
2020-09-28 18:30:04+00:00,Uber,NEGATIVE,"{'positive': 0.010101775638759136, 'negative': 0.71284019947052, 'neutral': 0.27705803513526917}"
2020-09-28 18:30:04+00:00,Transport for London,NEGATIVE,"{'positive': 0.004103921353816986, 'negative': 0.7303378582000732, 'neutral': 0.26555824279785156}"
2020-09-28 18:30:04+00:00,Licensed Taxi Drivers Association,NEUTRAL,"{'positive': 0.003733767895027995, 'negative': 0.041496679186820984, 'neutral': 0.9547695517539978}"
2020-09-28 18:30:04+00:00,TfL,NEUTRAL,"{'positive': 0.003733767895027995, 'negative': 0.041496679186820984, 'neutral': 0.9547695517539978}"
2020-09-28 18:30:04+00:00,Reach,NEUTRAL,"{'positive': 0.003733767895027995, 'negative': 0.041496679186820984, 'neutral': 0.9547695517539978}"
2020-09-28 18:30:04+00:00,Mirror,NEUTRAL,"{'positive': 0.003733767895027995, 'negative': 0.041496679186820984, 'neutral': 0.9547695517539978}"
2020-09-28 18:30:04+00:00,Express,NEUTRAL,"{'positive': 0.003733767895027995, 'negative': 0.041496679186820984, 'neutral': 0.9547695517539978}"
2020-09-28 17:48:30+00:00,Sainsbury,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:48:30+00:00,Companies House,NEUTRAL,"{'positive': 0.004885409492999315, 'negative': 0.002252492355182767, 'neutral': 0.9928620457649231}"
2020-09-28 17:48:30+00:00,Walmart,NEUTRAL,"{'positive': 0.004859558306634426, 'negative': 0.006438851356506348, 'neutral': 0.988701581954956}"
2020-09-28 17:48:30+00:00,Apollo,NEUTRAL,"{'positive': 0.03341197967529297, 'negative': 0.005688403733074665, 'neutral': 0.9608996510505676}"
2020-09-28 17:48:30+00:00,EG Group,NEUTRAL,"{'positive': 0.011899225413799286, 'negative': 0.0010397110600024462, 'neutral': 0.9870611429214478}"
2020-09-28 17:48:30+00:00,Asda,NEUTRAL,"{'positive': 0.020610377192497253, 'negative': 0.03574082627892494, 'neutral': 0.9436487555503845}"
2020-09-28 17:48:30+00:00,TDR Capital,NEUTRAL,"{'positive': 0.0097927525639534, 'negative': 0.0006945077911950648, 'neutral': 0.9895127415657043}"
2020-09-28 17:48:30+00:00,Apollo Global Management,NEUTRAL,"{'positive': 0.03890258073806763, 'negative': 0.012036753818392754, 'neutral': 0.9490606784820557}"
2020-09-28 17:48:30+00:00,Kentucky Fried Chicken,NEUTRAL,"{'positive': 0.024950655177235603, 'negative': 0.0013822801411151886, 'neutral': 0.9736670255661011}"
2020-09-28 17:48:30+00:00,TDR,NEUTRAL,"{'positive': 0.004572467878460884, 'negative': 0.0005557708209380507, 'neutral': 0.9948717355728149}"
2020-09-28 17:48:30+00:00,Issas’ Euro Garages,NEUTRAL,"{'positive': 0.006622752174735069, 'negative': 0.001198973273858428, 'neutral': 0.9921782612800598}"
2020-09-28 17:48:30+00:00,European Forecourt Retail Group,NEUTRAL,"{'positive': 0.02002117969095707, 'negative': 0.0017786896787583828, 'neutral': 0.9782001376152039}"
2020-09-28 17:48:30+00:00,Issa Foundation,NEUTRAL,"{'positive': 0.022621560841798782, 'negative': 0.0014029492158442736, 'neutral': 0.975975513458252}"
2020-09-28 17:48:30+00:00,Sky News,NEUTRAL,"{'positive': 0.0072546773590147495, 'negative': 0.0007767023635096848, 'neutral': 0.99196857213974}"
2020-09-28 17:48:30+00:00,Issa Brothers,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:48:30+00:00,DWF,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:48:30+00:00,Debenhams,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:48:30+00:00,Lone Star Funds,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:48:30+00:00,Somerfield,NEUTRAL,"{'positive': 0.06139069050550461, 'negative': 0.0021589233074337244, 'neutral': 0.9364503622055054}"
2020-09-28 17:36:12+00:00,HSBC,NEUTRAL,"{'positive': 0.08037114143371582, 'negative': 0.2207416445016861, 'neutral': 0.6988871693611145}"
2020-09-28 17:36:12+00:00,Ping An Asset Management,NEUTRAL,"{'positive': 0.02434380352497101, 'negative': 0.001895252731628716, 'neutral': 0.9737609624862671}"
2020-09-28 17:36:12+00:00,Ping An,NEUTRAL,"{'positive': 0.03148720785975456, 'negative': 0.001950979232788086, 'neutral': 0.9665617942810059}"
2020-09-28 17:36:12+00:00,FinCen,NEUTRAL,"{'positive': 0.01726537197828293, 'negative': 0.2892940938472748, 'neutral': 0.6934405565261841}"
2020-09-28 17:36:12+00:00,Next Media,NEGATIVE,"{'positive': 0.004408976528793573, 'negative': 0.8821247220039368, 'neutral': 0.11346635967493057}"
2020-09-28 17:36:12+00:00,Saxo Bank,NEUTRAL,"{'positive': 0.03613266721367836, 'negative': 0.08026663959026337, 'neutral': 0.8836007118225098}"
2020-09-28 17:17:44+00:00,House of Commons,NEUTRAL,"{'positive': 0.001177715603262186, 'negative': 0.008797063492238522, 'neutral': 0.9900251626968384}"
2020-09-28 17:17:44+00:00,Tory,NEUTRAL,"{'positive': 0.0014358400367200375, 'negative': 0.020364252850413322, 'neutral': 0.9781998991966248}"
2020-09-28 17:17:44+00:00,Conservative,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,EU,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Commons,NEUTRAL,"{'positive': 0.00090168253518641, 'negative': 0.0055116042494773865, 'neutral': 0.9935867190361023}"
2020-09-28 17:17:44+00:00,Labour,NEUTRAL,"{'positive': 0.0010204975260421634, 'negative': 0.030875591561198235, 'neutral': 0.9681039452552795}"
2020-09-28 17:17:44+00:00,Brexit,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Covid-19,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,BBC,NEUTRAL,"{'positive': 0.0014052025508135557, 'negative': 0.010614762082695961, 'neutral': 0.9879799485206604}"
2020-09-28 17:17:44+00:00,University and College Union,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,ONS,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,NHS,NEUTRAL,"{'positive': 0.0011149711208418012, 'negative': 0.005340944975614548, 'neutral': 0.9935441017150879}"
2020-09-28 17:17:44+00:00,Gateshead,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,PA Media,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Public Health Wales,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,NHS England,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Today,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Office for National Statistics,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Twitter,NEUTRAL,"{'positive': 0.001091549638658762, 'negative': 0.005263371858745813, 'neutral': 0.9936450719833374}"
2020-09-28 17:17:44+00:00,AndrewSparrow,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Cabinet Office,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,European Union,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,MPs’,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Public Health England,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Hancock,NEUTRAL,"{'positive': 0.0007772225071676075, 'negative': 0.0035635612439364195, 'neutral': 0.9956592321395874}"
2020-09-28 17:17:44+00:00,Crown Prosecution Service,NEUTRAL,"{'positive': 0.0008063662680797279, 'negative': 0.0027294005267322063, 'neutral': 0.9964642524719238}"
2020-09-28 17:17:44+00:00,The Independent,NEUTRAL,"{'positive': 0.0011966661550104618, 'negative': 0.005886468105018139, 'neutral': 0.9929168224334717}"
2020-09-28 17:17:44+00:00,Knowsley,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Burnley,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Liverpool,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Newcastle upon Tyne,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Bolton,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Pendle,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Halton,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Manchester,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Hyndburn,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,South Tyneside,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Bury,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Oldham,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,St. Helens,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Sunderland,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Preston,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Warrington,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Blackburn,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Darwen,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Rochdale,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Sefton,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Wirral,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Salford,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Bradford,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Birmingham,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Tameside,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Northumberland,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Wigan,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Leeds,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,North Tyneside,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Hartlepool,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,West Lancashire,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Trafford,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Sandwell,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Rossendale,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Middlesbrough,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Fylde,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Leicester,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Craven,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Kirklees,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Calderdale,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,County Durham,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Barrow-in-Furness,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Stockport,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Ribble Valley,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Sheffield,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Oadby,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Wigston,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Solihull,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Rotherham,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Darlington,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Chorley,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Liberal Democrats’,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,St Andrews,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Conservative 1922 Committee,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Constitution Unit,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,British Transport Police,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,BTP,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Times,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,UK-EU,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Tory Brexiters,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,House of Lords,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,NHS Western Isles,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Police Scotland,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,PHE,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Bradford council,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Community Action Bradford,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
2020-09-28 17:17:44+00:00,Community Action Bradford and District,NEUTRAL,"{'positive': 0.001202274113893509, 'negative': 0.021007495000958443, 'neutral': 0.9777902364730835}"
